"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"0","ENSMUSG00000088875","115485731","5455639","Gm25862","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088876","115485684","5455638","Gm25861","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088877","115485633","5455637","Gm25860","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088879","115487865","5455644","Gm25867","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088883","115485661","5453989","Gm24212","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088884","115486225","5453993","Gm24216","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088888","115485631","5453987","Gm24210","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088889","115487866","5453988","Gm24211","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088891","115489634","5452293","Gm22516","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088894","115486083","5452297","Gm22520","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088895","115486001","5452296","Gm22519","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088896","115486103","5452299","Gm22522","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088897","115485999","5452298","Gm22521","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088900","115486385","5455213","Gm25436","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088901","100316695","3836982","Mir1943","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088903","115490473","5455211","Gm25434","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088905","115485719","5455216","Gm25439","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088906","115485894","5455215","Gm25438","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088907","115486075","5455214","Gm25437","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088911","115485802","5452386","Gm22609","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088914","115490024","5452382","Gm22605","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088915","115489581","5452383","Gm22606","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088922","115488117","5454073","Gm24296","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088923","115485914","5454072","Gm24295","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088928","115489585","5455675","Gm25898","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088929","115487311","5454076","Gm24299","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088930","115486033","5455698","Gm25921","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088935","115486580","5455701","Gm25924","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088942","115486993","5453037","Gm23260","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088944","115489196","5453035","Gm23258","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088948","115486847","5453039","Gm23262","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088951","115487682","5454717","Gm24940","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088953","115485806","5454719","Gm24942","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088958","100217448","3819488","Scarna8","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088959","115490448","5454724","Gm24947","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088960","115489197","5451867","Gm22090","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088961","115487622","5451866","Gm22089","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088964","115487505","5451864","Gm22087","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088969","115487029","5451862","Gm22085","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088970","19869","105101","Rnu7-ps3","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088975","115486376","5453537","Gm23760","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088979","115488403","5453535","Gm23758","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088980","100316834","3837027","Mir669m-2","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088982","115490028","5455377","Gm25600","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088983","100316816","3837030","Mir1952","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088984","115486291","5455381","Gm25604","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088985","100316697","3837017","Mir1946a","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088987","115487509","5455379","Gm25602","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088990","115490051","5452544","Gm22767","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088992","115488681","5452546","Gm22769","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088995","115488391","5452541","Gm22764","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088997","115488041","5452543","Gm22766","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000088999","115486389","5452540","Gm22763","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089001","115488714","5453629","Gm23852","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089002","115485921","5453632","Gm23855","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089005","115487252","5453633","Gm23856","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089007","115486133","5453654","Gm23877","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089008","115488988","5453636","Gm23859","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089009","115489584","5453635","Gm23858","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089011","115488696","5454656","Gm24879","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089014","115489214","5455297","Gm25520","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089017","115486229","5455296","Gm25519","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089018","115490261","5455298","Gm25521","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089019","115487503","5455299","Gm25522","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089024","115485758","5454793","Gm25016","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089025","115485893","5454792","Gm25015","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089026","115487026","5454791","Gm25014","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089027","115486216","5454790","Gm25013","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089028","115490038","5454787","Gm25010","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089029","115486221","5454786","Gm25009","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089033","115486006","5451940","Gm22163","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089034","115485857","5451933","Gm22156","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089035","115488265","5451934","Gm22157","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089036","115486022","5451935","Gm22158","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089037","115485815","5451936","Gm22159","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089039","115489792","5451942","Gm22165","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089045","115485768","5455946","Gm26169","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089046","115485917","5455949","Gm26172","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089051","115490023","5453131","Gm23354","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089052","115488236","5453128","Gm23351","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089053","115488829","5453129","Gm23352","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089054","115488977","5453127","Gm23350","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089055","115489578","5452452","Gm22675","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089057","115487629","5453126","Gm23349","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089060","115489863","5452138","Gm22361","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089066","115487258","5452613","Gm22836","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089068","115487033","5452618","Gm22841","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089069","115486335","5452617","Gm22840","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089071","115488111","5454276","Gm24499","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089074","115488045","5453594","Gm23817","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089078","115490246","5454279","Gm24502","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089079","115486208","5454280","Gm24503","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089080","115490244","5453780","Gm24003","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089081","115489370","5453779","Gm24002","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089083","19866","97992","Rnu7","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089085","115487301","5453781","Gm24004","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089087","115486076","5453783","Gm24006","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089091","115490465","5455433","Gm25656","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089096","115487504","5455434","Gm25657","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089097","115485762","5455435","Gm25658","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089098","115486284","5455430","Gm25653","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089102","115489075","5452890","Gm23113","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089106","115488750","5452893","Gm23116","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089107","115488266","5452894","Gm23117","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089114","115485667","5455683","Gm25906","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089116","115485718","5455681","Gm25904","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089117","115488746","5455680","Gm25903","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089119","115485963","5455678","Gm25901","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089123","115486226","5456181","Gm26404","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089124","115487501","5456179","Gm26402","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089125","115488986","5456180","Gm26403","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089127","115489239","5456178","Gm26401","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089128","115486106","5456183","Gm26406","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089130","115485968","5454547","Gm24770","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089133","115485992","5454548","Gm24771","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089136","115488079","5454699","Gm24922","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089139","100316711","3837209","Mir1964","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089143","115489072","5455045","Gm25268","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089144","115486168","5455041","Gm25264","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089147","115487035","5455044","Gm25267","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089151","100316775","3837023","Mir1950","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089152","115486169","5452201","Gm22424","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089155","115485849","5453359","Gm23582","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089156","115488993","5453358","Gm23581","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089157","115486363","5452202","Gm22425","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089161","115488218","5453907","Gm24130","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089162","115490259","5453906","Gm24129","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089164","115490250","5453908","Gm24131","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089168","115488610","5453905","Gm24128","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089171","115486112","5452207","Gm22430","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089174","115487673","5452211","Gm22434","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089175","115489846","5452210","Gm22433","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089178","115486025","5452206","Gm22429","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089179","115485670","5452205","Gm22428","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089182","115487542","5452722","Gm22945","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089183","115490504","5452723","Gm22946","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089184","115485829","5452724","Gm22947","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089188","115486182","5452719","Gm22942","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089190","115487653","5455548","Gm25771","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089191","115486107","5455547","Gm25770","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089194","115486290","5455546","Gm25769","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089195","115490253","5455545","Gm25768","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089197","115486317","5455544","Gm25767","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089203","115485861","5455988","Gm26211","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089204","100316784","3836959","Mir1927","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089205","115489205","5454354","Gm24577","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089210","115487907","5453163","Gm23386","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089214","100316689","3836967","Mir1931","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089219","100316710","3837208","Mir1963","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089220","115486231","5451851","Gm22074","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089230","115486592","5451980","Gm22203","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089231","115486224","5452889","Gm23112","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089235","115486069","5452896","Gm23119","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089237","115486230","5451983","Gm22206","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089239","115489001","5451977","Gm22200","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089242","115488562","5453833","Gm24056","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089252","115486023","5455492","Gm25715","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089255","100306952","4360056","Snora78","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089257","115488978","5455495","Gm25718","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089258","115485994","5455488","Gm25711","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089260","100316688","3836961","Mir1929","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089261","100316705","3837039","Mir669n","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089262","115486383","5452670","Gm22893","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089265","115490072","5452665","Gm22888","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089267","115488558","5452667","Gm22890","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089268","100316841","3837206","Mir1961","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089269","115489794","5456245","Gm26468","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089271","115486582","5454329","Gm24552","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089272","115486165","5454326","Gm24549","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089274","115487686","5454324","Gm24547","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089275","115485819","5454325","Gm24548","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089277","115487254","5454323","Gm24546","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089278","115485799","5454330","Gm24553","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089279","115486000","5454331","Gm24554","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089281","100217415","3819487","Scarna6","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089284","115486104","5455806","Gm26029","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089287","115489825","5452721","Gm22944","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089288","115490454","5455799","Gm26022","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089289","115486362","5455798","Gm26021","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089290","115488981","5452984","Gm23207","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089293","115488682","5452987","Gm23210","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089294","100316727","4358926","Mir2139","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089296","115488985","5452982","Gm23205","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089299","115485810","5454414","Gm24637","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089302","115485674","5455985","Gm26208","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089304","115485996","5454621","Gm24844","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089308","115490071","5454614","Gm24837","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089309","115485663","5454615","Gm24838","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089310","115485807","5452958","Gm23181","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089311","115486024","5452957","Gm23180","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089313","115485729","5452959","Gm23182","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089314","115488602","5452962","Gm23185","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089317","66835","5297223","Snord123","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089320","115485993","5455753","Gm25976","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089321","115490034","5452300","Gm22523","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089322","115486287","5455754","Gm25977","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089324","100316812","3836973","Mir1936","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089327","115486279","5455752","Gm25975","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089331","115485967","5454122","Gm24345","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089333","115485763","5454120","Gm24343","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089334","115485814","5454126","Gm24349","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089335","115486370","5454125","Gm24348","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089336","115485721","5454124","Gm24347","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089346","115488039","5452440","Gm22663","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089349","115486277","5452447","Gm22670","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089350","115486181","5455264","Gm25487","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089351","115488047","5455263","Gm25486","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089352","115489636","5455266","Gm25489","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089357","100316779","4358923","Mir2137","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089359","115485844","5455267","Gm25490","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089364","115486313","5453599","Gm23822","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089369","115487496","5453596","Gm23819","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089370","115487032","5451917","Gm22140","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089371","100316693","3836976","Mir1938","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089372","115489200","5451916","Gm22139","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089373","115485720","5451915","Gm22138","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089375","115486845","4358283","Snord107","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000089380","115485669","5454454","Gm24677","","none found","","","","","","","","","","","",""
