"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"0","ENSMUSG00000082732","621458","3652320","Rpl23a-ps6","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082734","104053955","3705872","Rhox11-ps1","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082737","635455","3651190","Gm12026","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082741","677010","3780110","Gm9703","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082744","100417392","3783069","Gm15625","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082746","30964","1353638","Rps12-ps1","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082749","435256","3651724","Rpl9-ps2","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082751","625767","3644671","Gm6620","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082755","667537","3646818","Gm8692","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082758","666282","3650678","Gm13024","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082759","670263","3705650","Gm14826","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082760","108169089","3782995","Gm15546","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082762","620559","3649557","Gm12366","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082767","100416398","3650005","Gm11622","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082770","100417175","3705731","Gm14722","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082772","118568449","-","LOC118568449","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082775","677682","3613365","Itpa-ps3","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082778","675514","3708125","Gm15191","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082780","115486467","3647437","Rps11-ps5","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082783","668360","3648387","Gm9126","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082785","100312532","4439051","Vmn1r-ps100","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082788","100417515","3651850","Gm13396","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082793","668700","3647522","Btf3-ps4","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082804","433313","3652107","Rpl17-ps1","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082806","234848","3649805","Rpl13-ps1","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000082809","100043840","3651006","Gm14150","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000082815","435489","3646098","Gm5678","Fly","31761","FBgn0030026","sni","","3","2.92","high","Yes","Yes","OMA, Phylome, SonicParanoid","","Add","G2F details (sni)    DRscDB Data: (sni)"
"1","ENSMUSG00000082816","100041720","3649564","Gm11953","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000082819","546612","3650629","Trav4d-2","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000082824","100416301","3705736","Gm14716","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000082825","100417107","3783183","Gm15741","","none found","","","","","","","","","","","",""
