"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"1","ENSMUSG00000051185","67698","1914948","Fam174a","Fly","35741","FBgn0033232","CG12159","","3","2.97","high","Yes","Yes","TreeFam, Panther, Phylome","","Add","G2F details (CG12159)    DRscDB Data: (CG12159)"
"1","ENSMUSG00000051190","258305","3031190","Olfr1356","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000051198","75281","1922531","4930548G14Rik","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000051200","258718","3030347","Olfr513","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000051207","211578","3033142","Mrgprd","","none found","","","","","","","","","","","",""
"2","ENSMUSG00000051209","236781","2668412","Gpr119","Fly","31626","FBgn0029909","mAChR-C","","2","1.87","moderate","Yes","No","TreeFam, Phylome","","Add","G2F details (mAChR-C)    DRscDB Data: (mAChR-C)"
"3","ENSMUSG00000051212","321019","2442034","Gpr183","Fly","41638","FBgn0038139","PK2-R2","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (PK2-R2)    DRscDB Data: (PK2-R2)"
"3","ENSMUSG00000051212","321019","2442034","Gpr183","Fly","39389","FBgn0036260","Rh7","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (Rh7)    DRscDB Data: (Rh7)"
"3","ENSMUSG00000051212","321019","2442034","Gpr183","Fly","39127","FBgn0053696","CNMaR","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (CNMaR)    DRscDB Data: (CNMaR)"
"3","ENSMUSG00000051212","321019","2442034","Gpr183","Fly","40393","FBgn0037100","CapaR","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (CapaR)    DRscDB Data: (CapaR)"
"3","ENSMUSG00000051212","321019","2442034","Gpr183","Fly","41639","FBgn0038140","PK2-R1","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (PK2-R1)    DRscDB Data: (PK2-R1)"
"3","ENSMUSG00000051212","321019","2442034","Gpr183","Fly","41713","FBgn0038201","PK1-R","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (PK1-R)    DRscDB Data: (PK1-R)"
"4","ENSMUSG00000051220","236930","2654144","Ercc6l","Fly","40111","FBgn0023395","Chd3","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (Chd3)    DRscDB Data: (Chd3)"
"4","ENSMUSG00000051220","236930","2654144","Ercc6l","Fly","33507","FBgn0002989","okr","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (okr)    DRscDB Data: (okr)"
"4","ENSMUSG00000051220","236930","2654144","Ercc6l","Fly","34311","FBgn0032157","Etl1","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (Etl1)    DRscDB Data: (Etl1)"
"4","ENSMUSG00000051220","236930","2654144","Ercc6l","Fly","33505","FBgn0250786","Chd1","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (Chd1)    DRscDB Data: (Chd1)"
"4","ENSMUSG00000051220","236930","2654144","Ercc6l","Fly","40938","FBgn0037531","CG10445","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (CG10445)    DRscDB Data: (CG10445)"
"4","ENSMUSG00000051220","236930","2654144","Ercc6l","Fly","41943","FBgn0022787","Hel89B","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (Hel89B)    DRscDB Data: (Hel89B)"
"4","ENSMUSG00000051220","236930","2654144","Ercc6l","Fly","43080","FBgn0039338","XNP","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (XNP)    DRscDB Data: (XNP)"
"4","ENSMUSG00000051220","236930","2654144","Ercc6l","Fly","45894","FBgn0002542","lds","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (lds)    DRscDB Data: (lds)"
"4","ENSMUSG00000051220","236930","2654144","Ercc6l","Fly","33185","FBgn0266557","kis","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (kis)    DRscDB Data: (kis)"
"4","ENSMUSG00000051220","236930","2654144","Ercc6l","Fly","39744","FBgn0000212","brm","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (brm)    DRscDB Data: (brm)"
"4","ENSMUSG00000051220","236930","2654144","Ercc6l","Fly","37860","FBgn0034976","CG4049","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (CG4049)    DRscDB Data: (CG4049)"
