"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"0","ENSMUSG00000107100","100417252","5010667","Gm18482","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000107108","791292","3641854","Gm9936","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000107121","66123","1913373","1110006O24Rik","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000107123","435877","3761470","Vmn2r-ps25","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000107132","100415916","3805557","Gm15997","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000107144","74627","1921877","4930413E15Rik","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000107149","115490103","5589867","Gm30708","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000107153","232386","5621289","Gm38404","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000107157","100417763","3781349","Gm3170","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000107159","108169112","3645426","Gm7919","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000107162","100417406","5010778","Gm18593","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107167","102637973","5593812","Gm34653","Fly","31358","FBgn0000221","brn","","3","2.85","moderate","Yes","No","Compara, OrthoDB, Phylome","","Add","G2F details (brn)    DRscDB Data: (brn)"
"1","ENSMUSG00000107176","100042008","3642653","Gm9794","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107183","100417208","5010637","Gm18452","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107184","100416743","5010407","Gm18222","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107187","665499","3779755","Gm7663","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107192","100503184","5011768","Gm19583","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107198","100503265","5011804","Gm19619","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107203","665213","3645071","Gm7542","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107212","384358","3642956","Gm5302","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107213","100041380","3781480","Gm3302","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107214","70969","1922182","4930500F04Rik","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107217","74725","1921975","4930524B17Rik","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107232","69370","1916620","1700017L05Rik","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107258","404510","3031235","Olfr1401-ps1","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000107270","669823","3779880","Tgif1-ps","","none found","","","","","","","","","","","",""
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","34634","FBgn0029137","Patsas","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (Patsas)    DRscDB Data: (Patsas)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","33768","FBgn0016920","nompC","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (nompC)    DRscDB Data: (nompC)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","41208","FBgn0037759","CG8526","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG8526)    DRscDB Data: (CG8526)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","36139","FBgn0086898","dgo","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (dgo)    DRscDB Data: (dgo)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","43770","FBgn0011747","Ank","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (Ank)    DRscDB Data: (Ank)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","41816","FBgn0038286","CG6966","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG6966)    DRscDB Data: (CG6966)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","38037","FBgn0035113","pyx","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (pyx)    DRscDB Data: (pyx)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","38863","FBgn0261788","Ank2","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (Ank2)    DRscDB Data: (Ank2)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","38055","FBgn0052343","Atac3","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (Atac3)    DRscDB Data: (Atac3)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","33732","FBgn0031675","CG9121","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG9121)    DRscDB Data: (CG9121)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","43387","FBgn0039590","CG10011","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG10011)    DRscDB Data: (CG10011)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","43095","FBgn0027508","Tnks","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (Tnks)    DRscDB Data: (Tnks)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","35170","FBgn0086442","mib2","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (mib2)    DRscDB Data: (mib2)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","37433","FBgn0261554","CG42672","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG42672)    DRscDB Data: (CG42672)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","326173","FBgn0264743","CG44001","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG44001)    DRscDB Data: (CG44001)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","31351","FBgn0029689","CG6428","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG6428)    DRscDB Data: (CG6428)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","39750","FBgn0263601","mib1","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (mib1)    DRscDB Data: (mib1)"
"2","ENSMUSG00000107280","670593","3779905","Gm9495","Fly","50070","FBgn0043884","mask","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (mask)    DRscDB Data: (mask)"
"3","ENSMUSG00000107283","17527","97138","Mpv17","Fly","43831","FBgn0039930","CG11077","","14","13.79","high","Yes","Yes","Compara, eggNOG, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CG11077)    DRscDB Data: (CG11077)"
"3","ENSMUSG00000107283","17527","97138","Mpv17","Fly","32296","FBgn0030481","CG1662","","5","4.75","moderate","No","No","eggNOG, OrthoDB, orthoMCL, Phylome, RoundUp","","Add","G2F details (CG1662)    DRscDB Data: (CG1662)"
"3","ENSMUSG00000107283","17527","97138","Mpv17","Fly","38445","FBgn0052262","CG32262","","5","4.75","moderate","No","No","eggNOG, OrthoDB, orthoMCL, Phylome, RoundUp","","Add","G2F details (CG32262)    DRscDB Data: (CG32262)"
"3","ENSMUSG00000107283","17527","97138","Mpv17","Fly","38205","FBgn0035252","CG7970","","4","3.85","moderate","No","No","eggNOG, OrthoDB, Phylome, RoundUp","","Add","G2F details (CG7970)    DRscDB Data: (CG7970)"
"3","ENSMUSG00000107283","17527","97138","Mpv17","Fly","39343","FBgn0036217","CG5906","","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","G2F details (CG5906)    DRscDB Data: (CG5906)"
"3","ENSMUSG00000107283","17527","97138","Mpv17","Fly","317944","FBgn0052263","CG32263","","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL","","Add","G2F details (CG32263)    DRscDB Data: (CG32263)"
"3","ENSMUSG00000107285","100041166","3781355","Gm3176","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107310","665024","3645151","Gm7452","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107315","665521","3770624","BC080696","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107334","665194","3647618","Gm7538","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107341","73409","1920659","1700065J11Rik","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107346","118568788","5663362","Gm43225","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107378","100418095","5011180","Gm18995","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107383","100043330","3782551","Gm4366","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107385","320479","2444116","C330024D21Rik","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107388","105242579","5662925","Gm42788","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107392","665802","3704104","Pramel35","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107394","75487","1922737","1700012J15Rik","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107396","75024","1925379","4930425L21Rik","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107401","622318","3646278","Gm6312","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107403","667797","3648638","Gm8820","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107408","73408","1920658","1700065L07Rik","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107412","100504740","5012568","Gm20383","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107413","257852","5295660","Gm20553","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107416","115490384","5690422","Gm44030","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107417","404337","3031217","Olfr1383","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107418","213320","3646036","Gm4782","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107424","100417806","5011024","Gm18839","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107438","115490336","5690337","Gm43945","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107441","102634075","5590906","Gm31747","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000107449","100418369","5011350","Gm19165","","none found","","","","","","","","","","","",""
