"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"0","ENSMUSG00000071207","667350","3646799","Gm8587","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000071226","330409","1923799","Cecr2","Fly","38747","FBgn0261934","dikar","","8","7.88","high","Yes","Yes","eggNOG, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, RoundUp","","Add","G2F details (dikar)    DRscDB Data: (dikar)"
"1","ENSMUSG00000071226","330409","1923799","Cecr2","Fly","43751","FBgn0027620","Acf","","3","2.74","low","No","No","Compara, eggNOG, Phylome","","Add","G2F details (Acf)    DRscDB Data: (Acf)"
"2","ENSMUSG00000071229","223262","3615492","Timm8a2","Fly","32081","FBgn0027359","Tim8","","8","7.76","moderate","Yes","No","eggNOG, OrthoDB, OMA, OrthoFinder, orthoMCL, Phylome, RoundUp, SonicParanoid","","Add","G2F details (Tim8)    DRscDB Data: (Tim8)"
"2","ENSMUSG00000071230","381073","2685781","Npw","","none found","","","","","","","","","","","",""
"2","ENSMUSG00000071234","627191","2685107","Syndig1l","","none found","","","","","","","","","","","",""
"2","ENSMUSG00000071235","432677","3588197","Vrtn","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000071252","72371","1919621","2210408I21Rik","Fly","40099","FBgn0036859","CG14085","","11","10.9","high","Yes","Yes","eggNOG, TreeFam, Domainoid, Hieranoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CG14085)    DRscDB Data: (CG14085)"
"4","ENSMUSG00000071253","73132","1920382","Slc25a16","Fly","42429","FBgn0067783","DPCoAC","","8","7.76","moderate","Yes","No","eggNOG, OrthoDB, OMA, OrthoFinder, orthoMCL, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DPCoAC)    DRscDB Data: (DPCoAC)"
"5","ENSMUSG00000071256","449521","3053094","Zfp213","Fly","318709","FBgn0261679","CG42726","","1","1.1","low","Yes","No","Panther","","Add","G2F details (CG42726)    DRscDB Data: (CG42726)"
