"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"0","ENSMUSG00000096273","258123","3031308","Olfr1474","","none found","","","","","","","","","","","",""
"0","ENSMUSG00000096276","100039087","3800544","Gm2042","","none found","","","","","","","","","","","",""
"1","ENSMUSG00000096278","630537","3644062","Dcpp2","Fly","36268","FBgn0033661","CG13185","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (CG13185)    DRscDB Data: (CG13185)"
"2","ENSMUSG00000096283","620736","3644439","Gm6176","Fly","31170","FBgn0025625","Sik2","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (Sik2)    DRscDB Data: (Sik2)"
"2","ENSMUSG00000096283","620736","3644439","Gm6176","Fly","2768852","FBgn0260934","par-1","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (par-1)    DRscDB Data: (par-1)"
"2","ENSMUSG00000096283","620736","3644439","Gm6176","Fly","41362","FBgn0026064","KP78a","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (KP78a)    DRscDB Data: (KP78a)"
"2","ENSMUSG00000096283","620736","3644439","Gm6176","Fly","37152","FBgn0262103","Sik3","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (Sik3)    DRscDB Data: (Sik3)"
"2","ENSMUSG00000096283","620736","3644439","Gm6176","Fly","41361","FBgn0026063","KP78b","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (KP78b)    DRscDB Data: (KP78b)"
"2","ENSMUSG00000096284","54382","1933437","Tcstv1","","none found","","","","","","","","","","","",""
"2","ENSMUSG00000096286","666743","3644534","Gm8266","","none found","","","","","","","","","","","",""
"2","ENSMUSG00000096289","258288","3031318","Olfr1484","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000096294","100042891","3757929","Vmn2r47","Fly","35832","FBgn0050361","mtt","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (mtt)    DRscDB Data: (mtt)"
"3","ENSMUSG00000096294","100042891","3757929","Vmn2r47","Fly","43838","FBgn0019985","mGluR","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (mGluR)    DRscDB Data: (mGluR)"
"3","ENSMUSG00000096295","100294660","94882","Defa2","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000096301","777678","4937120","Ighd6-2","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000096304","100043033","3647461","Gm16451","","none found","","","","","","","","","","","",""
"3","ENSMUSG00000096311","100042122","3781857","Gm3681","","none found","","","","","","","","","","","",""
"4","ENSMUSG00000096316","623459","3647754","Faiml","Fly","36671","FBgn0033985","CG10257","","13","12.76","moderate","Yes","No","Compara, eggNOG, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (CG10257)    DRscDB Data: (CG10257)"
"4","ENSMUSG00000096320","258231","3031305","Olfr1471","","none found","","","","","","","","","","","",""
"4","ENSMUSG00000096323","639910","5434123","Gm20767","","none found","","","","","","","","","","","",""
"4","ENSMUSG00000096326","213570","4439736","Ighv1-78","","none found","","","","","","","","","","","",""
"4","ENSMUSG00000096329","639655","4440515","Trav13d-4","","none found","","","","","","","","","","","",""
"5","ENSMUSG00000096330","102637808","5439445","Gm21976","Fly","36537","FBgn0033880","CG6553","","1","0.96","low","Yes","No","TreeFam","","Add","G2F details (CG6553)    DRscDB Data: (CG6553)"
"5","ENSMUSG00000096330","102637808","5439445","Gm21976","Fly","39325","FBgn0036202","CG6024","","1","0.93","low","Yes","Yes","Compara","","Add","G2F details (CG6024)    DRscDB Data: (CG6024)"
